Wafer_ID,Lot_Num,Wafer_Num,Date,Ox_Chamber,Ox_Type,Ox_Temp,Ox_ppm,Ox_Pressure,Ox_Time,Ox_Thickness,photo_soft_Chamber,resist_uniformity,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1_rpm,spin2_rpm,spin3_rpm,PR_amount,temp_softbake,time_softbake,litho_Chamber,CD,UV_type,Resolution,Energy_Exposure,Etching_Chamber,Etch_Drop_10_20,Etch_Drop_20_30,Etch_Drop_30_40,Etch_Total_Drop,Temp_Etching,Source_Power,Selectivity,Ion_Chamber,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,Ion_Energy,Ion_Temp,Furnace_Temp,RTA_Temp,Target,Error_type
NOLSM32513528,20,46,2025-01-12,1,dry,887.3,22.26,0.26,24,711.44,2,1.157,16.491,14.787,20.031,204.614,90.131,504.486,4045.049,5115.087,4.963,93.339,29.983,3,42.388,G,556.853,109.351,1,2084.0,2080.0,1355.0,5519.0,71.127,51.72,1.05,1,1.63e+16,13500000000000.0,2800000000000000.0,2.99e+17,6e+17,32297.004,104.237,926,157,117,none
NOLSM32513529,20,47,2025-01-12,1,dry,876.76,22.18,0.18,23,712.06,2,0.963,16.59,15.13,20.031,203.817,90.012,503.737,4010.271,5094.718,5.004,93.265,30.055,3,32.87,G,542.326,109.279,2,2056.0,1972.0,1507.0,5535.0,71.092,51.655,1.008,2,1.23e+16,1.06e+17,7.11e+17,3e+17,6e+17,32300.367,104.346,925,156,75,none
NOLSM32513530,20,48,2025-01-12,1,dry,887.27,22.24,0.15,23,711.61,2,0.781,16.537,15.009,19.939,204.411,90.043,504.464,4088.961,5111.23,5.101,93.387,30.063,3,36.143,G,543.158,109.784,3,2048.0,2068.0,1295.0,5411.0,71.234,51.643,1.001,3,1.68e+16,1.6e+17,8.38e+17,3e+17,6e+17,32302.517,104.307,929,156,120,none
NOLSM32513531,20,49,2025-01-12,1,dry,886.69,22.36,0.18,23,712.75,2,0.934,15.881,14.906,19.881,204.561,90.222,504.573,4090.384,5112.834,5.074,93.198,29.922,3,36.479,G,545.705,109.304,1,2057.0,2130.0,1145.0,5332.0,71.108,51.76,1.075,1,1.8e+16,1.49e+17,6.07e+17,3e+17,6e+17,32302.657,104.603,925,157,258,Scratch
NOLSM32513532,20,50,2025-01-12,1,dry,886.71,22.26,0.24,24,711.65,2,1.022,17.34,14.944,20.083,203.779,90.015,503.848,4075.022,5093.556,5.035,93.772,30.109,3,36.137,G,556.144,109.491,2,2063.0,2164.0,1184.0,5411.0,71.16,51.516,1.034,2,2.18e+16,1.45e+16,40300000000000.0,2.98e+17,6e+17,32300.38,104.249,926,156,156,none
NOLSM32513533,20,51,2025-01-12,1,dry,885.01,22.26,0.23,25,711.71,2,0.766,16.882,15.312,19.957,204.073,89.978,504.191,4081.616,5101.849,5.208,92.887,30.02,3,30.325,G,548.361,108.505,3,2059.0,2051.0,1376.0,5486.0,71.1,51.853,1.01,3,1.25e+16,158000000000000.0,131373194.4,2.99e+17,6e+17,32298.352,104.127,922,156,90,none
NOLSM32513534,20,52,2025-01-12,1,dry,884.49,22.02,0.3,25,711.34,2,1.001,16.532,14.848,19.898,203.473,90.179,503.44,4069.444,5086.728,4.905,93.286,29.897,3,33.283,G,548.554,109.038,1,2047.0,2199.0,1264.0,5510.0,71.158,51.402,1.012,1,1.46e+16,2.46e+16,551000000000000.0,3.01e+17,6e+17,32299.552,103.894,926,156,117,none
NOLSM32513535,20,53,2025-01-12,1,dry,884.95,22.21,0.19,25,712.6,2,0.598,16.506,14.919,20.025,203.964,90.095,503.975,4077.682,5097.171,5.051,93.58,30.084,3,37.418,G,544.696,109.958,2,2086.0,2195.0,1251.0,5532.0,71.426,51.936,1.039,2,6430000000000000.0,6.43e+16,2.93e+17,3e+17,6e+17,32299.818,104.56,931,157,66,none
NOLSM32513536,20,54,2025-01-12,1,dry,876.28,22.21,0.06,25,713.86,2,0.872,17.386,14.841,19.875,205.038,90.034,505.037,4101.141,5126.226,5.154,93.422,30.007,3,43.596,G,543.363,109.895,3,2087.0,2239.0,1198.0,5524.0,71.558,51.807,1.022,3,1.7e+16,4.15e+16,9200000000000000.0,3e+17,6e+17,32302.139,104.527,929,157,102,none
NOLSM32513537,20,1,2025-01-12,2,dry,871.53,22.26,0.11,217,706.59,3,0.683,16.197,15.047,19.969,202.273,89.814,502.533,4046.803,5058.415,5.098,92.435,30.002,3,30.567,G,565.457,106.909,3,2081.0,2198.0,1185.0,5464.0,70.649,50.917,0.87,3,1.85e+16,6.32e+16,44100000000000.0,3e+17,6e+17,32300.886,102.162,907,153,96,none
NOLSM32513538,20,2,2025-01-12,3,dry,871.28,22.28,0.12,216,705.8,1,0.826,15.852,15.141,20.098,201.899,89.867,501.866,4035.952,5044.911,4.883,92.908,29.788,1,23.11,G,562.502,107.622,3,2078.0,2308.0,1137.0,5523.0,70.527,50.83,0.962,3,2.14e+16,1.91e+17,8.69e+17,3e+17,6e+17,32301.475,102.195,912,153,87,none
NOLSM32513539,20,3,2025-01-12,3,dry,872.0,22.12,0.23,218,707.33,1,0.946,17.065,14.829,20.154,202.981,90.138,503.188,4061.724,5076.835,4.993,92.183,30.112,2,16.899,G,547.962,107.028,2,2063.0,2221.0,1194.0,5478.0,70.77,51.384,0.981,2,2810000000000000.0,1.87e+16,6.39e+16,3e+17,6e+17,32299.361,103.093,907,155,93,none
NOLSM32513540,20,4,2025-01-12,3,dry,871.39,22.23,0.33,217,706.95,1,0.67,16.471,14.977,19.836,202.036,90.106,502.117,4041.472,5052.083,5.192,93.292,29.989,3,32.912,G,548.904,109.079,1,2087.0,2222.0,1286.0,5595.0,70.64,51.044,0.915,1,7680000000000000.0,7.68e+16,1620000000000000.0,2.98e+17,6e+17,32297.483,102.541,923,154,45,none
NOLSM32513541,20,5,2025-01-12,3,dry,871.76,22.09,0.05,220,709.89,2,0.82,16.428,14.963,20.004,204.429,89.786,504.528,4090.333,5112.982,5.141,93.168,30.08,1,30.562,G,552.842,108.524,1,2078.0,2245.0,1155.0,5478.0,70.891,51.773,1.166,1,1.35e+16,1.47e+16,4.461,3.01e+17,6e+17,32298.946,104.354,919,156,69,none
NOLSM32513542,20,6,2025-01-12,3,dry,871.97,22.28,0.05,219,709.14,2,1.015,16.033,15.176,20.033,202.917,90.058,503.105,4059.665,5074.726,5.183,93.131,29.902,2,25.379,G,549.254,108.491,2,2045.0,2286.0,1063.0,5394.0,70.905,51.346,0.942,2,1.04e+16,1.67e+16,3.09e+17,3e+17,6e+17,32298.294,103.645,919,155,69,none
NOLSM32513543,20,7,2025-01-12,3,dry,871.49,22.3,0.23,220,709.98,3,1.028,17.175,14.913,19.996,203.753,89.888,503.917,4074.695,5093.438,4.97,92.709,30.267,1,31.891,G,562.955,108.344,3,2094.0,2203.0,1258.0,5555.0,70.772,51.297,1.08,3,4510000000000000.0,293000000000000.0,2290000000000.0,2.99e+17,6e+17,32301.831,103.348,917,155,48,none
NOLSM32513544,20,8,2025-01-12,3,dry,871.69,22.21,0.31,220,709.38,3,0.916,16.429,14.877,19.954,203.45,90.135,503.132,4066.239,5082.672,4.985,93.501,29.976,2,28.135,G,543.304,108.921,2,2087.0,2299.0,1195.0,5581.0,70.89,51.605,1.053,2,6350000000000000.0,3.42e+16,3.37e+17,2.98e+17,6e+17,32300.043,103.959,921,156,24,none
NOLSM32513545,20,9,2025-01-12,3,dry,872.25,22.28,0.11,220,709.37,3,0.784,16.73,14.823,20.138,204.03,90.185,503.814,4077.681,5097.136,5.194,92.901,29.829,3,29.901,G,548.989,108.678,1,2087.0,2282.0,1142.0,5511.0,71.322,51.623,1.218,1,5820000000000000.0,4.18e+16,3.27e+17,3.01e+17,6e+17,32296.315,104.557,920,157,39,none
NOLSM32513546,20,10,2025-01-12,1,dry,872.15,21.86,0.33,221,710.39,1,1.186,17.899,15.101,20.124,203.756,90.05,503.947,4078.389,5097.799,5.169,93.603,29.807,1,38.37,G,542.245,109.484,1,2038.0,2189.0,1056.0,5283.0,70.99,51.612,0.887,1,3920000000000000.0,3060000000000000.0,615000000000000.0,2.99e+17,6e+17,32299.284,103.824,926,156,204,Center
NOLSM32513547,20,11,2025-01-12,1,dry,871.93,22.05,0.18,221,711.07,1,1.133,16.24,15.093,19.924,204.369,89.915,504.478,4087.986,5109.717,5.056,93.586,30.136,2,32.028,G,546.067,109.068,2,2050.0,2371.0,1149.0,5570.0,71.235,51.663,1.079,2,1.32e+16,6.51e+16,6.63e+17,2.99e+17,6e+17,32301.056,104.085,926,156,18,none
NOLSM32513548,20,12,2025-01-12,1,dry,872.14,22.13,0.27,222,711.04,1,0.953,17.068,15.279,19.961,204.078,89.887,503.927,4079.694,5099.742,4.922,92.722,30.204,3,30.301,G,560.867,108.13,3,2082.0,2301.0,1120.0,5503.0,71.115,51.641,1.049,3,8590000000000000.0,703000000000000.0,3470000000000.0,3e+17,6e+17,32299.762,103.848,917,156,66,none
NOLSM32513549,20,13,2025-01-12,1,dry,872.32,22.2,0.25,220,709.27,2,1.049,15.707,15.124,20.007,203.301,90.053,503.278,4065.762,5082.211,5.177,93.588,30.061,1,37.492,G,551.193,109.094,3,2076.0,2310.0,1146.0,5532.0,70.94,51.46,1.061,3,9400000000000000.0,2.13e+16,5.53e+17,3.01e+17,6e+17,32299.47,103.686,923,155,51,none
NOLSM32513550,20,14,2025-01-12,1,dry,871.73,22.2,0.03,221,710.47,2,1.023,16.041,14.983,19.982,204.034,89.846,503.884,4080.573,5100.37,4.922,93.534,29.951,2,32.128,G,547.278,109.254,2,2059.0,2126.0,1318.0,5503.0,71.12,51.546,0.951,2,9460000000000000.0,7.49e+16,5.67e+17,3e+17,6e+17,32300.453,103.893,925,156,93,none
NOLSM32513551,20,15,2025-01-12,1,dry,871.81,22.14,0.39,222,711.32,2,1.122,16.532,14.895,20.022,204.5,89.933,504.533,4090.081,5112.509,5.027,93.755,29.991,3,35.654,G,546.596,109.622,1,2050.0,2153.0,1251.0,5454.0,71.114,51.553,1.004,1,1.68e+16,1.67e+17,9.99e+17,3.02e+17,6e+17,32298.302,104.204,928,156,126,none
NOLSM32513552,20,16,2025-01-12,1,dry,872.22,22.25,0.17,223,712.36,3,0.984,17.58,15.067,19.934,205.379,89.816,505.238,4104.3,5130.661,5.317,93.716,30.295,1,46.564,G,553.35,109.801,1,2088.0,2159.0,1227.0,5474.0,71.266,51.736,1.055,1,8590000000000000.0,1.98e+16,4.29e+16,2.99e+17,6e+17,32298.664,104.642,928,157,114,none
NOLSM32513553,20,17,2025-01-12,1,dry,871.91,22.31,0.17,223,712.45,3,0.951,17.286,14.776,19.89,204.589,90.166,504.331,4089.569,5111.918,5.088,93.443,30.015,2,34.611,G,547.562,109.336,2,2066.0,2161.0,1226.0,5453.0,71.327,51.782,1.195,2,1.54e+16,5.11e+16,1.43e+16,2.99e+17,6e+17,32298.815,104.36,927,157,135,none
NOLSM32513554,20,18,2025-01-12,1,dry,872.11,22.23,0.38,222,711.78,3,0.751,17.319,14.966,19.944,203.857,90.021,503.97,4078.189,5097.871,5.092,93.444,30.042,3,34.254,G,547.65,109.418,3,2077.0,2248.0,1235.0,5560.0,71.283,51.603,0.961,3,5080000000000000.0,5320000000000000.0,7.89e+16,2.97e+17,6e+17,32299.449,104.407,927,156,54,none
NOLSM32513555,20,19,2025-01-12,2,dry,871.9,21.93,0.09,222,711.52,1,1.165,16.441,14.961,20.207,204.622,90.099,504.583,4091.94,5115.096,5.301,93.373,30.098,1,42.197,G,556.94,109.408,3,2084.0,2122.0,1313.0,5519.0,71.127,51.779,0.987,3,1.63e+16,13500000000000.0,2800000000000000.0,2.99e+17,6e+17,32297.062,104.433,926,157,116,none
NOLSM32513556,20,20,2025-01-12,2,dry,872.42,22.18,0.17,222,711.82,1,0.855,16.364,15.04,19.948,203.851,89.97,503.716,4075.748,5094.544,5.058,93.117,30.19,2,32.97,G,542.262,109.49,2,2056.0,2243.0,1236.0,5535.0,71.059,51.903,1.134,2,1.23e+16,1.06e+17,7.11e+17,3e+17,6e+17,32300.337,104.242,925,156,75,none
NOLSM32513557,20,21,2025-01-12,2,dry,871.72,22.14,0.29,222,711.6,1,0.812,16.577,15.188,19.975,204.451,89.854,504.416,4088.889,5111.098,5.063,93.709,30.006,3,36.069,G,543.097,109.624,1,2048.0,2195.0,1168.0,5411.0,71.194,51.725,1.169,1,1.68e+16,1.6e+17,8.38e+17,3e+17,6e+17,32302.636,104.211,929,156,120,none
NOLSM32513558,20,22,2025-01-12,2,dry,872.11,22.4,0.18,223,712.79,2,0.727,16.257,14.813,19.898,204.277,89.998,504.491,4090.386,5112.942,5.046,93.323,30.024,1,36.471,G,545.612,109.088,1,2057.0,2137.0,1138.0,5332.0,71.275,51.805,0.932,1,1.8e+16,1.49e+17,6.07e+17,3e+17,6e+17,32302.67,104.589,925,157,258,Scratch
NOLSM32513559,20,23,2025-01-12,2,dry,871.75,22.3,0.26,222,711.63,2,1.041,17.205,14.998,20.178,203.765,90.178,503.722,4074.748,5093.451,5.039,93.463,30.013,2,36.524,G,555.968,109.482,2,2063.0,2136.0,1212.0,5411.0,71.149,51.599,1.05,2,2.18e+16,1.45e+16,40300000000000.0,2.98e+17,6e+17,32300.327,104.211,926,156,156,none
NOLSM32513560,20,24,2025-01-12,2,dry,871.83,22.03,0.18,222,711.4,2,1.055,16.819,15.119,20.016,204.212,90.04,504.11,4081.439,5101.754,5.19,92.871,29.954,3,30.192,G,548.219,108.494,3,2059.0,2184.0,1243.0,5486.0,70.973,51.593,1.001,3,1.25e+16,158000000000000.0,131373194.6,2.99e+17,6e+17,32298.475,104.199,922,156,90,none
NOLSM32513561,20,25,2025-01-12,2,dry,870.91,22.31,0.31,222,711.24,3,0.984,16.628,15.031,19.879,203.358,89.766,503.489,4069.399,5086.756,5.149,93.344,30.013,2,33.186,G,548.582,109.429,2,2047.0,2263.0,1200.0,5510.0,70.964,51.703,0.993,2,1.46e+16,2.46e+16,551000000000000.0,3.01e+17,6e+17,32299.367,103.94,926,156,117,none
NOLSM32513562,20,26,2025-01-12,2,dry,871.65,22.3,0.3,223,712.67,3,0.755,16.737,15.037,19.958,203.869,90.123,503.947,4077.667,5096.981,5.219,93.546,29.988,3,37.467,G,544.883,109.873,1,2086.0,2171.0,1275.0,5532.0,71.198,51.915,0.893,1,6430000000000000.0,6.43e+16,2.93e+17,3e+17,6e+17,32299.652,104.592,931,157,66,none
NOLSM32513563,20,27,2025-01-12,3,dry,872.09,22.0,0.13,224,714.13,1,0.869,17.171,14.849,20.127,204.929,89.928,505.077,4101.12,5126.268,5.032,93.212,29.853,1,43.512,G,543.354,109.998,1,2087.0,2253.0,1184.0,5524.0,71.356,51.793,1.161,1,1.7e+16,4.15e+16,9200000000000000.0,3e+17,6e+17,32301.987,104.294,929,157,102,none
NOLSM32513564,1,28,2025-01-06,1,wet,1154.46,32.75,0.04,62,699.55,1,1.554,13.874,14.875,19.969,198.612,90.007,504.594,4082.608,5184.685,4.797,90.968,29.988,1,30.984,H,516.679,109.733,1,2080.0,2070.0,1355.0,5505.0,70.827,50.854,0.798,1,1e+16,1.35e+17,3.47e+17,3e+17,6e+17,31574.446,102.957,885,154,96,none
NOLSM32513565,1,29,2025-01-06,1,wet,1235.96,31.88,0.14,137,708.17,1,1.072,14.745,15.144,19.902,198.625,90.066,492.208,3960.569,5065.372,5.068,92.357,29.884,1,29.745,H,501.672,106.944,2,2023.0,2083.0,1257.0,5363.0,69.606,52.249,1.068,2,9710000000000000.0,1.39e+17,3.84e+17,3.02e+17,6e+17,31580.033,104.236,919,154,102,none
NOLSM32513566,1,30,2025-01-06,1,dry,1066.32,39.41,0.27,128,696.28,1,1.64,19.078,14.953,20.089,202.13,89.965,499.813,3981.674,4873.234,5.14,91.9,30.025,1,28.07,I,506.6,110.469,3,2071.0,2323.0,910.0,5304.0,70.909,51.632,1.088,3,1.76e+16,8.78e+16,6.01e+17,2.99e+17,6e+17,32162.253,100.58,916,155,95,none
NOLSM32513567,1,31,2025-01-06,1,dry,1133.59,32.81,0.31,90,708.23,1,1.427,16.6,14.884,20.09,199.652,90.032,505.493,3922.098,5131.916,4.932,91.856,30.035,1,31.559,I,537.659,107.214,1,2109.0,2000.0,1372.0,5481.0,70.266,51.149,0.956,1,1.15e+16,9.78e+16,6.65e+16,2.99e+17,6e+17,32874.998,101.777,911,156,117,none
NOLSM32513568,1,32,2025-01-06,1,wet,1002.11,38.06,0.2,98,709.36,1,1.213,14.036,14.944,20.077,204.645,90.01,501.855,4124.114,5108.401,4.999,91.285,30.169,1,31.813,I,560.541,108.043,2,2053.0,2069.0,1179.0,5301.0,71.118,52.016,0.93,2,9770000000000000.0,1.22e+17,2.5e+17,3.01e+17,6e+17,30985.914,106.427,872,155,143,none
NOLSM32513569,1,33,2025-01-06,1,wet,991.95,39.94,0.14,132,720.52,1,1.616,11.949,15.056,20.005,201.898,89.852,502.257,4001.309,5030.931,4.955,91.806,30.066,1,50.961,H,500.815,107.187,3,2063.0,2321.0,964.0,5348.0,71.656,51.78,1.044,3,1.18e+16,9.34e+16,4.46e+17,3e+17,6e+17,31997.312,103.515,924,149,49,none
NOLSM32513570,1,34,2025-01-06,1,dry,1142.96,35.66,0.42,74,709.73,1,1.142,16.396,15.16,20.079,205.475,89.897,507.309,4054.567,4965.26,5.343,92.282,30.026,1,24.884,I,516.947,108.389,1,2021.0,2290.0,1238.0,5549.0,71.227,51.616,1.054,1,1.45e+16,8.04e+16,3.24e+17,3e+17,6e+17,31464.024,100.253,882,154,97,none
NOLSM32513571,1,35,2025-01-06,1,wet,1099.99,28.49,0.27,291,696.32,1,1.178,12.519,14.909,19.932,202.577,90.039,501.277,3957.221,5075.238,4.944,92.327,29.89,1,33.819,G,491.91,106.03,2,2084.0,2132.0,1205.0,5421.0,70.816,51.076,0.997,2,1.29e+16,9.88e+16,2.29e+17,3.02e+17,6e+17,31776.01,104.283,885,153,92,none
NOLSM32513572,1,36,2025-01-06,1,dry,1053.56,34.52,0.08,61,712.95,1,1.912,13.537,14.972,20.043,202.119,89.884,503.308,4087.874,5099.78,4.917,92.474,29.776,1,61.896,H,506.292,108.991,3,2063.0,2229.0,1131.0,5423.0,71.697,51.24,1.033,3,1.71e+16,1.37e+17,1.27e+18,3e+17,6e+17,31692.41,104.502,906,156,86,none
NOLSM32513573,1,37,2025-01-06,1,wet,1116.89,34.96,0.27,117,725.9,1,2.044,11.555,15.238,19.869,200.876,90.086,501.659,4025.666,5049.804,4.711,91.314,29.971,2,41.358,H,499.518,109.683,1,2060.0,2040.0,1137.0,5237.0,70.024,50.935,1.066,1,8350000000000000.0,2.65e+16,4.67e+17,3.01e+17,6e+17,32927.634,106.724,898,158,102,none
NOLSM32513574,1,38,2025-01-06,1,dry,1091.54,32.53,0.17,87,689.07,1,1.926,18.671,14.885,20.005,201.705,89.899,501.002,4036.916,5087.461,4.805,92.44,29.917,2,54.57,G,525.301,107.619,2,2021.0,2274.0,1170.0,5465.0,70.597,51.531,0.977,2,1.74e+16,2.39e+16,9.6e+17,2.99e+17,6e+17,31691.35,105.139,891,156,72,none
NOLSM32513575,1,39,2025-01-06,1,wet,1130.93,38.06,0.3,80,708.77,1,0.998,12.14,15.036,19.87,200.605,89.89,501.741,4014.139,4947.381,5.044,93.538,30.191,2,31.391,G,488.555,111.053,3,2066.0,2287.0,815.0,5168.0,71.103,51.0,1.1,3,1.37e+16,8.91e+16,7.44e+17,3e+17,6e+17,31200.974,105.475,906,153,215,Loc
NOLSM32513576,1,40,2025-01-06,1,dry,1196.25,33.87,0.25,149,716.03,1,1.545,15.197,15.014,20.043,199.127,89.942,497.126,3985.61,5137.657,5.167,91.597,30.011,2,23.971,H,478.605,107.172,1,2073.0,2058.0,1181.0,5312.0,69.904,50.978,1.062,1,1.38e+16,1.22e+17,7.8e+17,3.03e+17,6e+17,31655.132,104.535,898,151,89,none
NOLSM32513577,1,41,2025-01-06,1,dry,1101.78,29.01,0.45,149,703.53,1,1.135,18.323,15.001,20.043,197.581,89.999,500.086,4047.715,4947.696,5.085,94.317,29.966,2,27.227,G,516.817,110.401,2,2059.0,2190.0,1119.0,5368.0,72.759,50.204,0.963,2,1.26e+16,1.11e+17,6e+17,3.03e+17,6e+17,30953.851,104.193,897,152,104,none
NOLSM32513578,1,42,2025-01-06,1,dry,1028.55,49.96,0.17,101,721.17,1,0.898,15.931,14.974,20.003,194.023,89.962,501.708,3955.431,4983.679,5.13,92.555,29.995,2,16.538,H,529.322,109.978,3,2111.0,2014.0,1063.0,5188.0,71.563,52.777,1.045,3,7250000000000000.0,9.58e+16,2.29e+17,3.01e+17,6e+17,31211.432,102.681,899,151,116,none
NOLSM32513579,1,43,2025-01-06,1,dry,1112.65,32.44,0.16,112,703.57,1,1.478,16.042,15.095,20.074,199.787,90.138,496.265,4062.798,4931.28,4.942,94.054,30.084,2,43.707,H,472.778,110.393,1,2068.0,2174.0,1043.0,5285.0,71.59,51.019,1.071,1,9520000000000000.0,4.84e+16,9.96e+17,2.99e+17,6e+17,31603.447,106.004,910,156,124,none
NOLSM32513580,1,44,2025-01-06,1,dry,1105.57,32.8,0.26,101,702.46,1,2.022,13.819,14.894,20.005,198.646,90.015,501.763,4071.508,5053.52,5.096,93.242,30.073,2,41.939,I,561.906,107.477,2,2038.0,2086.0,1328.0,5452.0,71.248,50.334,0.999,2,1.29e+16,5.54e+16,5.8e+17,3e+17,6e+17,31197.811,103.465,910,155,71,none
NOLSM32513581,1,45,2025-01-06,1,wet,1011.01,36.7,0.1,148,707.07,1,1.226,13.714,14.983,20.029,198.384,90.1,495.895,3985.746,4979.258,4.822,90.245,30.089,2,30.349,I,523.42,108.825,3,2071.0,2026.0,1190.0,5287.0,70.274,50.832,0.925,3,8410000000000000.0,1.66e+17,9.85e+17,3e+17,6e+17,31359.54,102.941,894,156,83,none
NOLSM32513582,1,46,2025-01-06,1,wet,1027.29,35.51,0.225,157,719.59,1,0.65,13.303,15.085,20.07,202.806,89.99,500.356,3978.77,4940.755,5.196,91.584,30.039,3,61.408,H,514.726,106.397,1,2033.0,2250.0,1191.0,5474.0,69.728,51.446,0.887,1,1.3e+16,1e+17,7.4e+17,3.02e+17,6e+17,32409.462,106.241,899,154,95,none
NOLSM32513583,1,47,2025-01-06,1,dry,1049.24,36.86,0.21,147,709.96,1,0.709,15.217,14.861,19.977,202.198,89.926,502.078,4055.944,4959.069,5.172,90.65,29.833,3,47.68,H,534.2,110.225,2,2091.0,2007.0,1445.0,5543.0,71.652,50.981,0.955,2,1.23e+16,9.3e+16,2.59e+17,3.03e+17,6e+17,32922.918,104.921,923,152,91,none
NOLSM32513584,1,48,2025-01-06,1,dry,1002.64,25.56,0.35,56,708.49,1,1.944,16.193,15.014,20.03,200.068,90.182,503.339,4029.087,4990.107,4.913,90.354,29.994,3,28.531,I,499.693,109.663,3,2053.0,2168.0,851.0,5072.0,71.058,50.611,0.934,3,1.42e+16,1.87e+16,2.19e+17,3.01e+17,6e+17,30786.634,101.355,920,154,255,Edge-Loc
NOLSM32513585,1,49,2025-01-06,1,dry,1090.82,42.29,0.22,84,696.3,1,1.832,14.753,14.938,20.067,203.058,89.967,498.322,3971.355,5038.98,5.114,91.202,30.091,3,38.215,G,537.506,108.129,1,2070.0,2101.0,1168.0,5339.0,69.287,51.105,0.976,1,9740000000000000.0,1.41e+17,3.6e+17,3e+17,6e+17,30857.226,101.941,897,154,99,none
NOLSM32513586,1,50,2025-01-06,1,dry,1074.96,31.35,0.225,117,708.2,1,1.864,16.768,15.256,19.838,197.84,89.978,495.336,4035.425,5098.593,5.064,90.383,30.117,3,52.897,I,532.387,109.246,2,2033.0,2129.0,1103.0,5265.0,72.396,50.736,0.966,2,1.26e+16,3.11e+16,7.9e+17,3.02e+17,6e+17,32295.533,100.716,884,155,117,none
NOLSM32513587,1,51,2025-01-06,1,dry,1070.82,37.25,0.18,137,709.36,1,0.761,17.977,14.817,20.024,200.841,89.908,494.544,3952.589,5052.222,4.964,90.523,29.983,3,37.653,H,514.793,108.098,3,2027.0,2138.0,1168.0,5333.0,71.927,50.895,1.131,3,5210000000000000.0,4.09e+16,6.66e+17,3.01e+17,6e+17,31614.009,104.321,917,155,130,none
NOLSM32513588,1,52,2025-01-06,1,wet,1039.46,35.4,0.25,125,720.61,1,1.339,20.207,15.007,19.827,200.457,90.023,498.347,3972.458,5047.836,4.98,91.054,29.975,3,27.665,G,494.257,111.31,1,2056.0,2209.0,1079.0,5344.0,71.27,51.258,0.987,1,1.77e+16,1.31e+17,9.92e+17,3.01e+17,6e+17,30534.788,100.566,915,156,70,none
NOLSM32513589,1,53,2025-01-06,1,dry,1106.47,38.99,0.17,204,696.9,1,0.812,17.627,15.001,20.108,198.797,90.002,506.001,4017.33,5018.602,4.758,90.45,29.836,3,49.258,G,532.981,106.5,2,2073.0,1966.0,1461.0,5500.0,71.681,50.073,0.943,2,2.05e+16,1.43e+17,5e+17,3e+17,6e+17,32268.61,103.026,898,159,90,none
NOLSM32513590,1,54,2025-01-06,1,wet,959.29,33.37,0.11,144,713.22,1,0.778,20.031,14.967,19.91,198.952,89.973,502.411,4072.835,5016.43,5.227,88.803,30.114,3,40.702,G,519.0,109.509,3,2049.0,2079.0,1223.0,5351.0,69.768,51.098,1.22,3,1.01e+16,2.13e+16,7.53e+17,3.02e+17,6e+17,31092.938,101.591,903,156,146,none
NOLSM32513591,21,28,2025-01-06,1,dry,892.04,22.14,0.16,25,712.85,3,1.134,17.38,14.825,20.222,204.721,90.087,504.682,4094.126,5117.521,5.113,93.525,30.051,1,47.758,G,548.378,110.587,1,2042.0,2150.0,1286.0,5478.0,71.235,51.793,1.119,1,1.96e+16,1.65e+17,2.11e+17,3e+17,6e+17,32302.196,104.874,934,157,120,none
NOLSM32513592,21,29,2025-01-06,1,dry,891.01,22.11,0.26,25,715.96,3,1.144,16.197,14.931,20.13,204.307,90.13,504.273,4084.667,5105.802,4.993,93.521,29.978,1,37.486,G,541.955,109.847,2,2060.0,2237.0,1191.0,5488.0,71.631,52.1,0.97,2,1.31e+16,1.3e+17,6.3e+17,3.01e+17,6e+17,32301.816,105.389,933,158,111,none
NOLSM32513593,21,30,2025-01-06,1,dry,873.75,22.12,0.23,27,715.31,3,0.981,19.071,15.041,19.981,204.596,89.897,504.533,4091.118,5113.7,5.071,93.397,29.961,1,45.14,G,542.625,110.106,3,2069.0,2189.0,1274.0,5532.0,71.313,51.87,1.24,3,2.13e+16,1.54e+17,1020000000000.0,3.01e+17,6e+17,32300.044,104.964,931,157,54,none
NOLSM32513594,21,31,2025-01-06,1,dry,875.04,22.35,0.22,28,713.54,3,0.975,18.969,14.924,20.082,204.189,90.073,504.162,4084.202,5105.399,5.245,93.262,29.931,1,39.896,G,547.374,109.874,1,2063.7200000000003,2265.0,1173.0,5501.72,71.379,52.136,1.052,1,1.35e+16,1.07e+17,1.03e+16,2.99e+17,6e+17,32300.284,105.122,928,158,114,none
NOLSM32513595,21,32,2025-01-06,1,dry,889.18,22.14,0.18,29,712.58,3,0.902,13.804,14.975,19.982,204.22,89.99,504.39,4084.733,5105.981,4.992,94.599,30.008,1,45.487,G,532.11,111.17,2,2067.0,2183.0,1179.0,5429.0,71.346,52.209,0.981,2,5850000000000000.0,3.49e+16,2.28e+16,2.98e+17,6e+17,32299.503,105.389,938,158,117,none
